Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Guyana,GUY,GDP at market prices (current US$),NY.GDP.MKTP.CD,170216238.9,185849532.9,194949510,175757891.6,194774510.5,213235288.1,228705875.9,250176463.6,229750000,249300000,267800000,282050000,285380965.3,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357116.9,482000000,489333333.3,437631610.8,453488352,504651117.2,354591840,413799990,379779379.1,396582263.3,336708419.5,368281378.9,442273433.2,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922603032,2025565089,2259288396,2576597596,2851149183,2982036494,3096747287,
High income,HIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,1.12577E+12,1.19132E+12,1.28652E+12,1.37519E+12,1.50536E+12,1.63491E+12,1.78965E+12,1.91132E+12,2.07064E+12,2.2745E+12,2.49551E+12,2.76816E+12,3.20593E+12,3.88916E+12,4.40879E+12,4.887E+12,5.31999E+12,6.02304E+12,7.19713E+12,8.32841E+12,9.30868E+12,9.46036E+12,9.38036E+12,9.70058E+12,1.00593E+13,1.05785E+13,1.28275E+13,1.48127E+13,1.66922E+13,1.74093E+13,1.95801E+13,2.07173E+13,2.22186E+13,2.23902E+13,2.39204E+13,2.63673E+13,2.65888E+13,2.62442E+13,2.61866E+13,2.73878E+13,2.80119E+13,2.78025E+13,2.8804E+13,3.2353E+13,3.61913E+13,3.84596E+13,4.08569E+13,4.49846E+13,4.81868E+13,4.48589E+13,4.73947E+13,5.13422E+13,5.1604E+13,5.22761E+13,5.28505E+13,
"Hong Kong SAR, China",HKG,GDP at market prices (current US$),NY.GDP.MKTP.CD,1320799755,1530754831,1724850873,1975045362,2274710604,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75743E+11,2.90896E+11,
Honduras,HND,GDP at market prices (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,1929499950,2251499950,2566000050,2819500000,2903500050,3076999950,3319000000,3639499950,3808500050,4152499950,3970386396,3563448310,3048896181,3068444712,3419487441,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105542971,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18496438641,19385314718,
Heavily indebted poor countries (HIPC),HPC,GDP at market prices (current US$),NY.GDP.MKTP.CD,17454252645,17905960756,19524315551,23686366243,21041523973,24649990010,26902968966,26303755958,27507056483,30707826075,32158862294,34674084411,37538399867,45497285844,55496609228,62804191669,66830630878,79015830947,91955578061,1.01702E+11,1.0762E+11,1.07003E+11,1.07E+11,1.01342E+11,1.01137E+11,1.05746E+11,1.21403E+11,1.33983E+11,1.33113E+11,1.28033E+11,1.30491E+11,1.34792E+11,1.22675E+11,1.24833E+11,1.11155E+11,1.27049E+11,1.33054E+11,1.3962E+11,1.43829E+11,1.43545E+11,1.55852E+11,1.47986E+11,1.59791E+11,1.82324E+11,2.09594E+11,2.42159E+11,2.89625E+11,3.44885E+11,4.15655E+11,4.18893E+11,4.63233E+11,5.16812E+11,5.51216E+11,5.98423E+11,6.3017E+11,
Croatia,HRV,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59680624422,62249565359,56485301967,57770884729,57113389357,
Haiti,HTI,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473540602,2257121668,1878248741,2167564195,2813320255,2907452193,3338897648,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4757289752,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452718010,8713041023,
Hungary,HUN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34583889128,38541488005,39929011357,42955922069,46199009360,46484876516,47130701347,48615206876,49032987301,47169872903,53656435272,67516529107,84998508738,1.03641E+11,1.12531E+11,1.14734E+11,1.3908E+11,1.57095E+11,1.29774E+11,1.30094E+11,1.39931E+11,1.27176E+11,1.34402E+11,1.38347E+11,
Indonesia,IDN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,5980840376,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206037,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01455E+11,1.14426E+11,1.28168E+11,1.39116E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445548017,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.10479E+11,8.88538E+11,
Isle of Man,IMN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,4062367148,,,,,,,,
India,IND,GDP at market prices (current US$),NY.GDP.MKTP.CD,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,1.01271E+11,1.002E+11,1.04518E+11,1.23618E+11,1.39709E+11,1.55674E+11,1.89594E+11,1.96883E+11,2.04234E+11,2.2209E+11,2.15878E+11,2.36589E+11,2.53352E+11,2.83927E+11,3.01791E+11,3.01234E+11,3.26608E+11,2.74842E+11,2.93263E+11,2.84194E+11,3.33015E+11,3.666E+11,3.99787E+11,4.23161E+11,4.28741E+11,4.66867E+11,4.76609E+11,4.93954E+11,5.23968E+11,6.18356E+11,7.21585E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.83581E+12,1.83178E+12,1.8618E+12,2.04852E+12,
Not classified,INX,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP at market prices (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4400933850,5103977386,6325159323,7489577851,7905731909,9494462892,9464377441,11260977195,14664452582,18339915861,21772289367,20693412346,21498879946,20789378193,20129238177,21293909553,28746831708,33958627692,37815334013,39282476058,49361026052,49843437571,55981360981,52476367136,57161804122,69217500631,75850514113,82816779608,90074803073,98688885468,99833960199,1.09077E+11,1.27938E+11,1.64537E+11,1.93911E+11,2.11389E+11,2.31995E+11,2.69715E+11,2.74714E+11,2.35387E+11,2.20076E+11,2.41785E+11,2.24652E+11,2.3826E+11,2.50814E+11,
"Iran, Islamic Rep.",IRN,GDP at market prices (current US$),NY.GDP.MKTP.CD,4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731801564,17153463263,27081696762,46209092072,51776222072,68055291547,80600119984,77994318310,90391879283,94362279603,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,,,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.83697E+11,2.19846E+11,2.58646E+11,3.37474E+11,3.9719E+11,3.98978E+11,4.6779E+11,5.92038E+11,5.87209E+11,5.11621E+11,4.25326E+11,
Iraq,IRQ,GDP at market prices (current US$),NY.GDP.MKTP.CD,1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,1.79886E+11,,,,,,,,,,,,,,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.17969E+11,2.325E+11,2.235E+11,
Iceland,ISL,GDP at market prices (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,531004659.1,675722954.5,846506911.4,1163864529,1527559580,1418360312,1683117418,2226538694,2532331673,2876729410,3409023699,3521512389,3232804218,2788530415,2887825524,3008412960,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8928185824,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025,15376604281,17036097482,
Israel,ISR,GDP at market prices (current US$),NY.GDP.MKTP.CD,2887222178,3487222169,2596551757,2992333481,3405333502,3663345598,3980013325,3921085398,3959154192,4568013078,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712708,27435501410,26042766977,24122660966,29701444258,35476344261,43892480124,44599772789,52490325640,59170286560,65771216421,65925583866,74669719505,99968784246,1.09774E+11,1.14544E+11,1.15838E+11,1.17212E+11,1.32397E+11,1.30752E+11,1.21093E+11,1.2675E+11,1.35419E+11,1.42838E+11,1.54511E+11,1.79564E+11,2.1676E+11,2.08069E+11,2.34322E+11,2.61764E+11,2.59614E+11,2.92408E+11,3.05675E+11,
Italy,ITA,GDP at market prices (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13062E+11,1.24306E+11,1.44834E+11,1.74977E+11,1.98979E+11,2.27027E+11,2.24058E+11,2.5684E+11,3.14133E+11,3.92522E+11,4.75856E+11,4.29439E+11,4.26018E+11,4.41742E+11,4.36602E+11,4.5089E+11,6.38507E+11,8.03348E+11,8.88992E+11,9.25935E+11,1.17776E+12,1.24256E+12,1.31629E+12,1.06183E+12,1.09599E+12,1.17121E+12,1.30941E+12,1.23951E+12,1.26679E+12,1.24906E+12,1.14221E+12,1.16278E+12,1.26704E+12,1.57033E+12,1.79913E+12,1.85351E+12,1.94353E+12,2.20409E+12,2.39188E+12,2.18624E+12,2.12675E+12,2.27809E+12,2.07463E+12,2.13354E+12,2.14116E+12,
Jamaica,JAM,GDP at market prices (current US$),NY.GDP.MKTP.CD,699064351.7,748043470.1,777727657,826706635.4,897948964,972159571.2,1096759516,1148014336,1083839096,1191239517,1404720416,1539862371,1875146615,1905861121,2375122421,2860442805,2966042913,3249733202,2644527903,2425064204,2679379383,2979027979,3293496326,3619262274,2373564490,2100239024,2754549685,3287007228,3828342820,4404938021,4592208208,4071219198,3530892749,4859766161,4907861406,5779285208,6504445801,7450324787,8718300136,8795765306,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816914,14746420946,14187446661,13891359468,
Jordan,JOR,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708822440,2096778602,2602535787,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928704,4344467193,5311188436,5606237993,6237650241,6727446632,6928359238,7244402962,7910621157,8147494358,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,
Japan,JPN,GDP at market prices (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.09071E+11,2.36155E+11,3.12738E+11,4.24891E+11,4.71643E+11,5.12861E+11,5.76406E+11,7.09405E+11,9.96742E+11,1.03745E+12,1.08699E+12,1.20147E+12,1.11684E+12,1.21811E+12,1.29461E+12,1.38453E+12,2.05106E+12,2.48524E+12,3.01539E+12,3.01705E+12,3.1037E+12,3.5368E+12,3.85279E+12,4.41496E+12,4.85035E+12,5.33393E+12,4.70619E+12,4.32428E+12,3.91457E+12,4.4326E+12,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49539E+12,5.90563E+12,5.95448E+12,4.91956E+12,4.60146E+12,
Kazakhstan,KAZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.88049E+11,2.03517E+11,2.31876E+11,2.17872E+11,
Kenya,KEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,54930813988,60936509778,
Kyrgyz Republic,KGZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7404412710,
Cambodia,KHM,GDP at market prices (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873267.5,718401145.9,969911437.9,505549460.3,702899173.5,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14038383450,15449630419,16777820333,
Kiribati,KIR,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797320.45,49724294.95,48613287.09,56200248.57,57610600.44,67866421.47,69152441.74,67097374.04,70596129.03,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104668674.7,123002259.2,135044455.6,127125253.5,150431113.6,172253739,174984468.8,168951535,166756805.5,
St. Kitts and Nevis,KNA,GDP at market prices (current US$),NY.GDP.MKTP.CD,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,44680002.17,49095415.8,58296656.38,67715455.47,79026050.46,84381389.62,85100494.42,95898435.71,106056991.5,125272239.3,140705637.9,165745746,185094757.5,208740424.5,209880969.6,229434526.7,249676004.4,277567267,299699655.2,318742955.2,357237677.3,364975466.2,389984439.6,420086753.4,460467975,480825584.8,463418878.1,501150888.9,543169966.7,636070988.1,684148690,734660315.1,708891299.2,692457419.4,728050618.2,731919906,787290366.9,852203083.9,
"Korea, Rep.",KOR,GDP at market prices (current US$),NY.GDP.MKTP.CD,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41038E+12,
Kosovo,KSV,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213,7073021774,7386758657,
Kuwait,KWT,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,2097199075,2391198945,2441598923,2662798826,2769198779,2873638733,3880392236,4450537866,5408804611,13006948687,12022811648,13132252413,14137407271,15503557807,24749064334,28638869323,25058021209,21577153516,20871081456,21700083292,21445970799,17903990052,22368703379,20690321283,24313856834,18427778571,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.63612E+11,
Latin America & Caribbean (developing only),LAC,GDP at market prices (current US$),NY.GDP.MKTP.CD,43725063679,46068700126,53569627667,59532041791,63648167952,68647159258,78262175947,85498223339,91951909581,1.01669E+11,1.12851E+11,1.26923E+11,1.4722E+11,1.86237E+11,2.42096E+11,2.86395E+11,3.2315E+11,3.49907E+11,4.042E+11,4.76543E+11,5.64718E+11,6.62858E+11,6.07158E+11,5.00906E+11,5.36947E+11,5.47854E+11,5.35928E+11,5.81963E+11,6.60532E+11,8.05178E+11,8.91027E+11,1.09783E+12,9.58029E+11,1.14892E+12,1.34709E+12,1.42467E+12,1.55318E+12,1.69378E+12,1.69382E+12,1.48602E+12,1.66898E+12,1.62139E+12,1.60002E+12,1.62808E+12,1.8435E+12,2.23347E+12,2.61178E+12,3.07947E+12,3.53635E+12,3.28712E+12,4.10525E+12,4.75199E+12,4.70263E+12,4.83471E+12,4.84504E+12,
Lao PDR,LAO,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882514,4222962988,5443915121,5832915387,7181441140,8283218734,9359185244,11192471435,11997062177,
Lebanon,LBN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497288,5545921947,7535259851,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274,
Liberia,LBR,GDP at market prices (current US$),NY.GDP.MKTP.CD,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,
Libya,LBY,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65509594212,41142722414,
St. Lucia,LCA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588886.4,154503701,197088885.4,189166663.3,225777773.8,242385180.9,273977772.9,311511105.6,397192585.6,431470370.4,477996296.3,492029629.6,517566666.7,560811111.1,566370370.4,604411111.1,657529592.6,692507407.4,780895370.4,742383570.8,746048893.3,810093360.7,890757609.7,946681289,1074708501,1173341552,1194493391,1186800341,1249497010,1290025296,1311133140,1334385778,1404430564,
Latin America & Caribbean (all income levels),LCN,GDP at market prices (current US$),NY.GDP.MKTP.CD,81126089550,86149617456,99181034005,99474308865,1.107E+11,1.19567E+11,1.31112E+11,1.34257E+11,1.44625E+11,1.61957E+11,1.76056E+11,1.96562E+11,2.21014E+11,2.89379E+11,3.75904E+11,3.9453E+11,4.38736E+11,4.83034E+11,5.47766E+11,6.51658E+11,7.72966E+11,8.9007E+11,8.33068E+11,7.4002E+11,7.29978E+11,7.50539E+11,7.64104E+11,8.0396E+11,9.18027E+11,1.00335E+12,1.16692E+12,1.4363E+12,1.35429E+12,1.56069E+12,1.79239E+12,1.911E+12,2.05675E+12,2.25138E+12,2.26816E+12,2.04843E+12,2.26313E+12,2.20557E+12,1.97735E+12,2.0373E+12,2.36864E+12,2.86741E+12,3.3661E+12,3.97824E+12,4.62117E+12,4.34443E+12,5.37344E+12,6.08798E+12,6.16933E+12,6.34552E+12,6.25349E+12,
Least developed countries: UN classification,LDC,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1.15236E+11,1.16383E+11,1.16132E+11,1.08642E+11,1.07461E+11,1.18725E+11,1.29425E+11,1.41172E+11,1.44169E+11,1.4944E+11,1.53909E+11,1.58197E+11,1.38738E+11,1.40657E+11,1.30209E+11,1.49523E+11,1.65251E+11,1.75109E+11,1.76038E+11,1.77838E+11,2.02413E+11,1.95106E+11,2.1294E+11,2.39497E+11,2.78079E+11,3.33376E+11,3.89689E+11,4.6751E+11,5.73932E+11,5.65573E+11,6.35624E+11,7.2466E+11,7.67858E+11,8.16385E+11,8.87221E+11,
Low income,LIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,78447863567,75810787098,79534584018,74313746235,68016747036,70280311600,78575285922,81080332425,88110714572,87194021256,92133454593,95026051824,82196404252,82215646168,71183011983,81849434212,91290735255,94812017017,95078488011,94952586289,1.10892E+11,99962424421,1.06706E+11,1.1649E+11,1.32733E+11,1.53946E+11,1.7165E+11,2.04737E+11,2.46856E+11,2.59559E+11,2.8138E+11,3.15851E+11,3.42278E+11,3.71669E+11,3.97849E+11,
Liechtenstein,LIE,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.77,104889791.1,124940289.4,165928864.1,193980464.9,246389070.1,272489336.9,303493119.6,436912068,503173104.7,534699256.8,511647837.1,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983801,1421508875,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,,
Sri Lanka,LKA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1419629937,1454342122,1458609630,1241387714,1321840723,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224409,17102623876,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725780417,65292732252,68434422594,74317814502,78823610057,
Lower middle income,LMC,GDP at market prices (current US$),NY.GDP.MKTP.CD,92387266535,98503124188,1.0131E+11,1.12567E+11,1.27226E+11,1.36608E+11,1.23236E+11,1.31495E+11,1.40917E+11,1.57315E+11,1.73432E+11,1.79995E+11,1.91438E+11,2.28272E+11,2.92756E+11,3.24629E+11,3.51836E+11,4.02784E+11,4.52324E+11,5.13677E+11,6.39116E+11,6.75627E+11,6.79173E+11,6.63356E+11,6.59384E+11,6.93544E+11,7.20269E+11,7.93548E+11,8.32411E+11,8.45333E+11,9.06699E+11,8.70594E+11,9.11425E+11,9.12519E+11,9.90765E+11,1.11162E+12,1.21999E+12,1.25984E+12,1.13769E+12,1.23583E+12,1.30728E+12,1.32198E+12,1.41823E+12,1.62351E+12,1.85533E+12,2.13459E+12,2.5319E+12,3.12099E+12,3.47198E+12,3.56979E+12,4.53086E+12,5.06471E+12,5.28463E+12,5.48766E+12,5.78107E+12,
Low & middle income,LMY,GDP at market prices (current US$),NY.GDP.MKTP.CD,2.37987E+11,2.28737E+11,2.38588E+11,2.65752E+11,2.92749E+11,3.24206E+11,3.35833E+11,3.50372E+11,3.69465E+11,4.12182E+11,4.54081E+11,4.89971E+11,5.50579E+11,6.88109E+11,8.69613E+11,9.91774E+11,1.07761E+12,1.21269E+12,1.3227E+12,1.57039E+12,1.83646E+12,1.97562E+12,1.9546E+12,1.89391E+12,1.97177E+12,2.07362E+12,2.14952E+12,2.22956E+12,2.40069E+12,2.62698E+12,2.95425E+12,3.14859E+12,3.11197E+12,3.377E+12,3.74432E+12,4.25291E+12,4.70057E+12,4.96434E+12,4.90579E+12,4.85974E+12,5.27474E+12,5.2961E+12,5.57844E+12,6.26517E+12,7.32016E+12,8.64557E+12,1.01815E+13,1.25546E+13,1.49003E+13,1.49385E+13,1.82216E+13,2.13539E+13,2.26578E+13,2.40995E+13,2.51484E+13,
