"dates2","comp4.ISO","comp4.applicant_full_name"
1999,"JPN","TAKEDA PHARMACEUTICALS USA INC"
1999,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
1999,"USA","WATSON LABORATORIES INC"
1999,"USA","WATSON LABORATORIES INC"
1999,"USA","WATSON LABORATORIES INC"
1999,"USA","WATSON LABORATORIES INC"
1999,"USA","BRISTOL MYERS SQUIBB CO PHARMACEUTICAL RESEARCH INSTITUTE"
1999,"DEU","BAYER HEALTHCARE LLC"
1999,"GBR","GLAXOSMITHKLINE"
2000,"DEU","BAYER HEALTHCARE LLC"
2000,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2000,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2000,"USA","ELI LILLY AND CO"
2000,"USA","PFIZER INC"
2000,"JPN","EISAI INC"
2000,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2000,"JPN","DAIICHI SANKYO INC"
2000,"USA","ABBVIE INC"
2000,"USA","BRISTOL MYERS SQUIBB CO"
2000,"USA","PHARMACIA AND UPJOHN CO"
2000,"GBR","GLAXOSMITHKLINE"
2000,"CAN","VALEANT INTERNATIONAL BERMUDA"
2000,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
2000,"USA","ALLERGAN INC"
2000,"ISR","TEVA PHARMACEUTICALS USA INC"
2000,"USA","PHARMACIA AND UPJOHN CO"
2000,"USA","ABBVIE INC"
2000,"CAN","VALEANT PHARMACEUTICALS LUXEMBOURG SARL"
2000,"CAN","VALEANT INTERNATIONAL BERMUDA"
2000,"CAN","VALEANT PHARMACEUTICALS LUXEMBOURG SARL"
2000,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2000,"DNK","LEO PHARMA AS"
2000,"USA","WATSON LABORATORIES INC"
2000,"USA","ABBVIE INC"
2000,"USA","PFIZER INC"
2000,"CAN","MEDICURE INTERNATIONAL INC"
2000,"DNK","NOVO NORDISK INC"
2000,"USA","GENZYME CORP"
2000,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2000,"FRA","SANOFI AVENTIS US LLC"
2000,"CAN","VALEANT PHARMACEUTICALS INTERNATIONAL INC"
2000,"USA","PHARMACIA AND UPJOHN CO"
2000,"DEU","LUITPOLD PHARMACEUTICALS INC"
2000,"DNK","NOVO NORDISK INC"
2000,"CHE","SANDOZ CANADA INC"
2000,"USA","WYETH PHARMACEUTICALS INC"
2000,"USA","CEPHALON INC"
2000,"ISR","TEVA PHARMACEUTICALS USA"
2000,"ISR","TEVA PHARMACEUTICALS USA"
2000,"DEU","FRESENIUS KABI USA LLC"
2000,"DEU","FRESENIUS KABI USA LLC"
2000,"ISR","TEVA PHARMACEUTICALS USA"
2000,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2000,"DEU","MERCK SHARP AND DOHME CORP"
2000,"JPN","ASTELLAS PHARMA US INC"
2000,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2000,"CHE","NOVARTIS CONSUMER HEALTH INC"
2000,"USA","PARKE DAVIS DIV WARNER LAMBERT CO"
2000,"USA","ABBVIE INC"
2000,"JPN","SANTEN INC"
2000,"CHE","NOVARTIS CONSUMER HEALTH INC"
2000,"GBR","ASTRAZENECA LP"
2000,"USA","MCNEIL CONSUMER HEALTHCARE"
2000,"USA","MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC"
2000,"DEU","MERCK AND CO INC"
2000,"GBR","ASTRAZENECA LP"
2000,"USA","PFIZER INC"
2000,"FRA","SANOFI AVENTIS US LLC"
2000,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
2000,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2000,"USA","MALLINCKRODT INC"
2000,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2000,"GBR","GLAXOSMITHKLINE"
2000,"GBR","GLAXOSMITHKLINE"
2000,"USA","ORGANON USA INC"
2000,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
2000,"USA","PHARMACIA AND UPJOHN CO"
2000,"USA","PFIZER PHARMACEUTICALS LTD"
2000,"USA","MCNEIL CONSUMER HEALTHCARE"
2000,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2000,"JPN","DAIICHI SANKYO INC"
2000,"USA","BRISTOL MYERS SQUIBB"
2000,"USA","GENZYME CORP"
2000,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2000,"USA","WATSON LABORATORIES INC"
2000,"USA","MCNEIL CONSUMER HEALTHCARE"
2000,"USA","WYETH PHARMACEUTICALS INC"
2000,"USA","ABBVIE INC"
2000,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2000,"CHE","SANDOZ INC"
2000,"USA","ABBVIE INC"
2000,"ISR","TEVA PHARMACEUTICALS USA INC"
2000,"USA","ELI LILLY AND CO"
2001,"USA","PFIZER INC"
2001,"DEU","MERCK SHARP AND DOHME CORP"
2001,"DEU","FRESENIUS MEDICAL CARE NORTH AMERICA"
2001,"GBR","GLAXOSMITHKLINE"
2001,"GBR","ASTRAZENECA LP"
2001,"CHE","SANDOZ INC"
2001,"GBR","ASTRAZENECA LP"
2001,"USA","ELI LILLY AND CO"
2001,"USA","SHIRE DEVELOPMENT INC"
2001,"CAN","VALEANT INTERNATIONAL BERMUDA"
2001,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2001,"JPN","OTSUKA AMERICA PHARMACEUTICALS INC"
2001,"USA","SCIOS LLC"
2001,"JPN","TAKEDA PHARMACEUTICALS NORTH AMERICA INC"
2001,"USA","BAXTER HEALTHCARE CORP"
2001,"FRA","SANOFI AVENTIS US LLC"
2001,"USA","WYETH PHARMACEUTICALS INC"
2001,"DNK","NOVO NORDISK INC"
2001,"DEU","MERCK AND CO INC"
2001,"CHE","SANDOZ CANADA INC"
2001,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2001,"USA","WATSON LABORATORIES INC"
2001,"DEU","MERCK SHARP AND DOHME CORP"
2001,"GBR","GLAXOSMITHKLINE"
2001,"CHE","SANDOZ INC"
2001,"ISR","TEVA PARENTERAL MEDICINES INC"
2001,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2001,"USA","ORGANON USA INC"
2001,"USA","3M HEALTH CARE INC"
2001,"USA","ALCON PHARMACEUTICALS LTD"
2001,"USA","ALLERGAN INC"
2001,"USA","ALLERGAN INC"
2001,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2001,"USA","BRISTOL MYERS SQUIBB"
2001,"CHE","NOVARTIS CONSUMER HEALTH INC"
2001,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2001,"DEU","MERCK SHARP AND DOHME CORP"
2001,"USA","ABBVIE INC"
2001,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2001,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2001,"CHE","ACTELION PHARMACEUTICALS LTD"
2001,"USA","GILEAD SCIENCES INC"
2001,"ISR","TEVA PHARMACEUTICALS USA INC"
2001,"USA","MCNEIL CONSUMER HEALTHCARE"
2001,"USA","ABBVIE INC"
2001,"USA","ORGANON USA INC"
2001,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
2002,"USA","PFIZER INC"
2002,"ISR","TEVA PHARMACEUTICALS USA INC"
2002,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2002,"USA","ALLERGAN INC"
2002,"CAN","VALEANT INTERNATIONAL BERMUDA"
2002,"USA","ALLERGAN INC"
2002,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
2002,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2002,"DEU","MERCK RESEARCH LABORATORIES DIV MERCK CO INC"
2002,"USA","BAXTER HEALTHCARE CORP"
2002,"SWE","FERRING PHARMACEUTICALS INC"
2002,"JPN","EISAI INC"
2002,"USA","GENENTECH INC"
2002,"ISR","TEVA PHARMACEUTICALS USA"
2002,"USA","PFIZER INC"
2002,"USA","PFIZER INC"
2002,"SWE","FERRING PHARMACEUTICALS INC"
2002,"USA","ELI LILLY AND CO"
2002,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
2002,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2002,"ISR","TEVA PHARMACEUTICALS USA"
2002,"USA","SUPERGEN INC"
2002,"ISR","TEVA PARENTERAL MEDICINES INC"
2002,"DEU","FRESENIUS KABI USA LLC"
2002,"ISR","TEVA PHARMACEUTICALS USA"
2002,"DEU","FRESENIUS KABI USA LLC"
2002,"ISR","TEVA PHARMACEUTICALS USA"
2002,"DEU","FRESENIUS KABI USA LLC"
2002,"DEU","FRESENIUS KABI USA LLC"
2002,"USA","BAXTER HEALTHCARE CORP"
2002,"USA","FOREST LABORATORIES INC"
2002,"USA","MALLINCKRODT INC"
2002,"SWE","FERRING PHARMACEUTICALS INC"
2002,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2002,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2002,"GBR","RECKITT BENCKISER PHARMACEUTICALS INC"
2002,"GBR","RECKITT BENCKISER PHARMACEUTICALS INC"
2002,"USA","WARNER CHILCOTT CO LLC"
2002,"USA","BAXTER HEALTHCARE CORP"
2002,"USA","PFIZER IRELAND PHARMACEUTICALS"
2002,"USA","PFIZER INC"
2002,"JPN","DAIICHI SANKYO INC"
2002,"USA","FOREST LABORATORIES INC"
2002,"USA","BRISTOL MYERS SQUIBB CO"
2002,"USA","ABBVIE INC"
2002,"JPN","OTSUKA PHARMACEUTICAL CO LTD"
2002,"USA","PFIZER INC"
2002,"USA","GILEAD SCIENCES INC"
2002,"USA","BRISTOL MYERS SQUIBB CO"
2002,"USA","MALLINCKRODT INC"
2002,"JPN","TAKEDA PHARMACEUTICALS USA INC"
2002,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2002,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2002,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2002,"DEU","MERCK SHARP AND DOHME CORP"
2002,"GBR","GLAXOSMITHKLINE CONSUMER HEALTHCARE"
2003,"USA","CELGENE CORP"
2003,"CHE","ACTELION PHARMACEUTICALS LTD"
2003,"USA","GILEAD SCIENCES INC"
2003,"USA","ELI LILLY AND CO"
2003,"DEU","MERCK AND CO INC"
2003,"JPN","TAKEDA PHARMACEUTICALS NORTH AMERICA INC"
2003,"GBR","GLAXOSMITHKLINE LLC"
2003,"CAN","VALEANT PHARMACEUTICALS LUXEMBOURG SARL"
2003,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2003,"USA","WATSON LABORATORIES INC"
2003,"USA","PFIZER INC"
2003,"USA","ABBVIE INC"
2003,"USA","BAXTER HEALTHCARE CORP"
2003,"USA","BAXTER HEALTHCARE CORP"
2003,"USA","BAXTER HEALTHCARE CORP"
2003,"USA","PHARMACIA AND UPJOHN CO"
2003,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2003,"ITA","BRACCO DIAGNOSTICS INC"
2003,"CHE","SANDOZ CANADA INC"
2003,"USA","CUBIST PHARMACEUTICALS INC"
2003,"JPN","MILLENNIUM PHARMACEUTICALS INC"
2003,"ITA","ISTITUTO BIOCHIMICO ITALIANO SPA"
2003,"ISR","TEVA PHARMACEUTICALS USA"
2003,"USA","WARNER CHILCOTT IRELAND LTD"
2003,"IND","JUBILANT DRAXIMAGE INC"
2003,"BEL","UCB INC"
2003,"DEU","SCHERING CORP"
2003,"DEU","MERCK AND CO INC"
2003,"USA","MALLINCKRODT INC"
2003,"USA","ALLERGAN INC"
2003,"USA","ALLERGAN"
2003,"USA","ALLERGAN INC"
2003,"USA","ALCON PHARMACEUTICALS LTD"
2003,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
2003,"USA","ALCON PHARMACEUTICALS LTD"
2003,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2003,"JPN","EISAI INC"
2003,"USA","MCNEIL CONSUMER HEALTHCARE"
2003,"USA","WYETH PHARMACEUTICALS INC"
2003,"USA","WYETH PHARMACEUTICALS INC"
2003,"USA","ELI LILLY AND CO"
2003,"GBR","ASTRAZENECA UK LTD"
2003,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2003,"FIN","ORION PHARMA"
2003,"USA","FOREST LABORATORIES INC"
2003,"USA","AGOURON PHARMACEUTICALS INC"
2003,"JPN","DAIICHI SANKYO INC"
2003,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2003,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2003,"USA","WATSON LABORATORIES INC FLORIDA"
2003,"USA","WATSON LABORATORIES INC FLORIDA"
2003,"USA","WATSON LABORATORIES INC FLORIDA"
2003,"ISR","TEVA PHARMACEUTICALS USA"
2003,"ISR","TEVA PHARMACEUTICALS USA INC"
2003,"ISR","TEVA PHARMACEUTICALS USA INC"
2003,"USA","MALLINCKRODT INC"
2003,"USA","WARNER CHILCOTT CO LLC"
2003,"GBR","ASTRAZENECA LP"
2003,"USA","BRISTOL MYERS SQUIBB CO"
2003,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
2003,"USA","PHARMACIA AND UPJOHN"
2003,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2003,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
2003,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2003,"BEL","UCB INC"
2004,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2004,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
2004,"USA","ELI LILLY AND CO"
2004,"USA","SHIRE DEVELOPMENT INC"
2004,"NOR","NYCOMED US INC"
2004,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2004,"USA","ABBVIE INC"
2004,"IND","JUBILANT DRAXIMAGE INC"
2004,"USA","ORGANON USA INC"
2004,"USA","ELI LILLY AND CO"
2004,"GBR","GLAXOSMITHKLINE"
2004,"ITA","BRACCO DIAGNOSTICS INC"
2004,"ITA","BRACCO DIAGNOSTICS INC"
2004,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2004,"USA","ELI LILLY AND CO"
2004,"JPN","TAKEDA PHARMACEUTICALS NORTH AMERICA INC"
2004,"USA","PHARMACIA AND UPJOHN SUB PFIZER INC"
2004,"FRA","SANOFI AVENTIS US LLC"
2004,"CHE","SANDOZ CANADA INC"
2004,"SWE","FERRING PHARMACEUTICALS INC"
2004,"USA","GENZYME CORP"
2004,"CAN","VALEANT PHARMACEUTICALS NORTH AMERICA LLC"
2004,"USA","CELGENE CORP"
2004,"ITA","ISTITUTO BIOCHIMICO ITALIANO SPA"
2004,"USA","WATSON LABORATORIES INC"
2004,"DEU","FRESENIUS KABI USA LLC"
2004,"ISR","TEVA PHARMACEUTICALS USA"
2004,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
2004,"JPN","OTSUKA PHARMACEUTICAL DEVELOPMENT AND COMMERCIALIZATION INC"
2004,"CHE","ACTELION PHARMACEUTICALS LTD"
2004,"USA","ALCON PHARMACEUTICALS LTD"
2004,"JPN","SANTEN INC"
2004,"USA","MCNEIL CONSUMER HEALTHCARE"
2004,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
2004,"USA","PFIZER INC"
2004,"DEU","MERCK SHARP AND DOHME CORP"
2004,"FRA","SANOFI AVENTIS US LLC"
2004,"DEU","BOEHRINGER INGELHEIM"
2004,"USA","FOREST LABORATORIES INC"
2004,"ISR","TEVA WOMENS HEALTH INC"
2004,"JPN","ASTELLAS PHARMA US INC"
2004,"USA","PFIZER INC"
2004,"USA","ALLERGAN INC"
2004,"USA","WARNER CHILCOTT CO LLC"
2004,"USA","ABBVIE INC"
2004,"USA","AMGEN INC"
2004,"DEU","BOEHRINGER INGELHEIM"
2004,"USA","OSI PHARMACEUTICALS INC"
2004,"USA","GILEAD SCIENCES INC"
2004,"CHE","HOFFMAN LA ROCHE INC"
2004,"USA","WATSON LABORATORIES"
2004,"USA","FOREST LABORATORIES INC"
2004,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2004,"USA","WARNER CHILCOTT CO LLC"
2004,"GBR","RECKITT BENCKISER LLC"
2004,"GBR","RECKITT BENCKISER LLC"
2004,"FRA","SANOFI AVENTIS US LLC"
2004,"BEL","UCB INC"
2004,"JPN","EISAI INC"
2004,"BEL","UCB INC"
2005,"USA","PFIZER INC"
2005,"USA","ABBVIE INC"
2005,"DEU","BOEHRINGER INGELHEIM PHARMACEUTICALS INC"
2005,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2005,"USA","ABRAXIS BIOSCIENCE LLC"
2005,"CAN","VALEANT PHARMACEUTICALS INTERNATIONAL"
2005,"USA","ORGANON USA INC"
2005,"USA","ORGANON USA INC"
2005,"GBR","ASTRAZENECA AB"
2005,"JPN","ASTELLAS PHARMA US INC"
2005,"DNK","NOVO NORDISK INC"
2005,"FRA","SANOFI AVENTIS US LLC"
2005,"GBR","ASTRAZENECA LP"
2005,"FRA","SANOFI AVENTIS US LLC"
2005,"GBR","ASTRAZENECA AB"
2005,"FRA","IPSEN BIOPHARMACEUTICALS INC"
2005,"ISR","TEVA PHARMACEUTICALS USA"
2005,"DEU","MERCK SHARP AND DOHME CORP"
2005,"USA","FOREST LABORATORIES INC"
2005,"CHE","ACTELION PHARMACEUTICALS LTD"
2005,"USA","BRISTOL MYERS SQUIBB"
2005,"USA","GILEAD SCIENCES INC"
2005,"USA","ALLERGAN"
2005,"USA","ALCON PHARMACEUTICALS LTD"
2005,"FRA","SANOFI AVENTIS US LLC"
2005,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2005,"USA","PFIZER INC"
2005,"JPN","TAKEDA PHARMACEUTICALS USA INC"
2005,"USA","BRISTOL MYERS SQUIBB"
2005,"JPN","TAKEDA PHARMACEUTICALS USA INC"
2005,"USA","PFIZER INC"
2005,"USA","ABBVIE INC"
2005,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2005,"ISR","TEVA PHARMACEUTICALS USA INC"
2005,"USA","SHIRE DEVELOPMENT LLC"
2005,"USA","PFIZER INC"
2005,"DEU","MERCK SHARP AND DOHME CORP"
2005,"CAN","VALEANT INTERNATIONAL BARBADOS SRL"
2005,"FRA","SANOFI AVENTIS US LLC"
2005,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2005,"JPN","SHIONOGI INC"
2005,"BEL","UCB INC"
2005,"USA","WARNER CHILCOTT CO LLC"
2006,"USA","JOHNSON AND JOHNSON GROUP CONSUMER COMPANIES"
2006,"GBR","ASTRAZENECA LP"
2006,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2006,"USA","BRISTOL MYERS SQUIBB CO"
2006,"USA","CELGENE CORP"
2006,"DEU","MERCK AND CO INC"
2006,"JPN","SHIONOGI INC"
2006,"USA","FOREST RESEARCH INSTITUTE INC"
2006,"USA","WATSON LABORATORIES INC"
2006,"BEL","UCB INC"
2006,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2006,"GBR","ASTRAZENECA LP"
2006,"USA","ALKERMES INC"
2006,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2006,"CHE","NOVARTIS CONSUMER HEALTH INC"
2006,"USA","ORGANON USA INC"
2006,"GBR","GLAXOSMITHKLINE"
2006,"USA","MALLINCKRODT INC"
2006,"FRA","SANOFI AVENTIS US LLC"
2006,"JPN","EISAI INC"
2006,"JPN","OTSUKA PHARMACEUTICAL CO LTD"
2006,"BEL","UCB INC"
2006,"ITA","RECORDATI RARE DISEASES INC"
2006,"USA","BAXTER HEALTHCARE CORP"
2006,"USA","ALCON PHARMACEUTICALS LTD"
2006,"DEU","MERCK SANTE SAS"
2006,"ISR","TEVA PARENTERAL MEDICINES INC"
2006,"DNK","LEO PHARMA AS"
2006,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2006,"USA","PFIZER INC"
2006,"GBR","ASTRAZENECA LP"
2006,"USA","ALCON RESEARCH LTD"
2006,"USA","ALCON PHARMACEUTICALS LTD"
2006,"USA","3M HEALTH CARE INC"
2006,"JPN","TAKEDA GMBH"
2006,"USA","PFIZER INC"
2006,"FRA","SANOFI AVENTIS US LLC"
2006,"DEU","SCHERING CORP"
2006,"ISR","TEVA PHARMACEUTICALS USA"
2006,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2006,"BEL","UCB INC"
2006,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2006,"ISR","TEVA NEUROSCIENCE INC"
2006,"DEU","BAYER HEALTHCARE PHARMACEUTICALS INC"
2006,"ISR","TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D INC"
2006,"USA","WARNER CHILCOTT CO LLC"
2006,"USA","WARNER CHILCOTT INC"
2006,"JPN","TAKEDA PHARMACEUTICALS USA INC"
2006,"USA","PFIZER INC"
2006,"USA","GILEAD SCIENCES INC"
2006,"USA","CEPHALON INC"
2006,"USA","BRISTOL MYERS SQUIBB CO"
2006,"DEU","MERCK SHARP AND DOHME CORP"
2006,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2006,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2006,"USA","ABBVIE INC"
2006,"DEU","MERCK SHARP AND DOHME CORP"
2006,"CAN","VALEANT PHARMACEUTICALS INTERNATIONAL"
2006,"JPN","OTSUKA PHARMACEUTICAL CO LTD"
2006,"DEU","SCHERING PLOUGH HEALTHCARE PRODUCTS INC"
2007,"GBR","GLAXOSMITHKLINE"
2007,"GBR","GLAXOSMITHKLINE CONSUMER HEALTHCARE"
2007,"USA","SHIRE DEVELOPMENT INC"
2007,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2007,"USA","ALLERGAN INC"
2007,"BEL","UCB INC"
2007,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2007,"USA","WYETH PHARMACEUTICALS INC"
2007,"USA","DOW PHARMACEUTICAL SCIENCES"
2007,"CHE","NOVARTIS CONSUMER HEALTH INC"
2007,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2007,"USA","BAXTER HEALTHCARE CORP ANESTHESIA CRITICAL CARE"
2007,"DEU","FRESENIUS KABI USA LLC"
2007,"USA","ELI LILLY AND CO"
2007,"USA","ELI LILLY AND CO"
2007,"USA","ELI LILLY AND CO"
2007,"USA","ELI LILLY AND CO"
2007,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2007,"USA","ALCON INC"
2007,"USA","BRISTOL MYERS SQUIBB CO"
2007,"FRA","IPSEN PHARMA BIOTECH SAS"
2007,"JPN","SHIONOGI INC"
2007,"CHE","SANDOZ INC"
2007,"DEU","FRESENIUS KABI USA LLC"
2007,"ISR","TEVA PHARMACEUTICALS USA"
2007,"SWE","FERRING PHARMACEUTICALS INC"
2007,"USA","ALLERGAN INC"
2007,"GBR","GLAXOSMITHKLINE"
2007,"USA","MCNEIL CONSUMER HEALTHCARE DIV MCNEIL PPC INC"
2007,"USA","MCNEIL CONSUMER HEALTHCARE DIV MCNEIL PPC INC"
2007,"USA","MCNEIL CONSUMER HEALTHCARE DIV MCNEIL PPC INC"
2007,"USA","MCNEIL CONSUMER HEALTHCARE DIV MCNEIL PPC INC"
2007,"USA","WARNER CHILCOTT CO LLC"
2007,"FIN","ORION PHARMA"
2007,"USA","FOREST LABORATORIES INC"
2007,"DEU","MERCK AND CO INC"
2007,"USA","WYETH PHARMACEUTICALS INC"
2007,"USA","CEPHALON INC"
2007,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2007,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2007,"DEU","MERCK SHARP AND DOHME CORP"
2007,"BEL","UCB INC"
2007,"USA","GILEAD SCIENCES INC"
2007,"JPN","DAIICHI SANKYO INC"
2007,"USA","GENZYME CORP"
2007,"DEU","MERCK SHARP AND DOHME CORP"
2007,"USA","BIOMARIN PHARMACEUTICAL INC"
2007,"USA","MCNEIL CONSUMER HEALTHCARE"
2007,"USA","MCNEIL CONSUMER HEALTHCARE"
2007,"USA","SHIRE DEVELOPMENT INC"
2007,"USA","MCNEIL CONSUMER PRODUCTS CO DIV MCNEILAB INC"
2007,"USA","GILEAD SCIENCES INC"
2007,"GBR","ASTRAZENECA PHARMACEUTICALS LP"
2007,"FRA","SANOFI AVENTIS US LLC"
2008,"JPN","TAKEDA GMBH"
2008,"USA","GENENTECH INC"
2008,"DEU","MERCK AND CO INC"
2008,"BEL","UCB INC"
2008,"CHE","NOVARTIS PHARMACEUTICALS CORP"
2008,"JPN","SHIONOGI INC"
2008,"USA","WYETH PHARMACEUTICALS INC"
2008,"USA","ABBVIE INC"
2008,"JPN","SHIONOGI INC"
